,imgpath,top,bot,date,avgTemp,minTemp,maxTemp,sumRain
28,183_ki_125.jpg,반팔,반바지,2023-07-19,27.2,22.5,32.4,0.0
29,183_ki_126.jpg,긴팔,긴바지,2023-07-18,25.2,24.1,27.7,2.3
30,183_ki_128.jpg,긴팔,반바지,2023-07-12,25.8,22.0,29.1,0.7
31,183_ki_129.jpg,반팔,긴바지,2023-07-11,23.5,21.6,25.9,58.3
32,183_ki_13.jpg,긴팔,긴바지,2024-03-01,-4.1,-7.1,0.3,0.0
33,183_ki_130.jpg,반팔,긴바지,2023-07-09,24.7,21.6,27.0,47.5
34,183_ki_131.jpg,반팔,반바지,2023-07-04,26.1,24.5,29.2,61.8
35,183_ki_132.jpg,긴팔,반바지,2023-07-02,26.7,23.5,30.6,0.0
36,183_ki_133.jpg,반팔,긴바지,2023-06-29,24.2,23.2,25.9,63.8
37,183_ki_134.jpg,반팔,긴바지,2023-06-26,24.2,22.3,27.5,30.3
38,183_ki_136.jpg,반팔,긴바지,2023-06-22,22.5,18.9,26.4,0.0
39,183_ki_137.jpg,반팔,긴바지,2023-06-21,20.5,19.2,22.1,24.9
40,183_ki_138.jpg,반팔,반바지,2023-06-20,24.7,21.4,26.4,6.4
41,183_ki_139.jpg,반팔,긴바지,2023-06-17,24.2,18.9,30.2,0.0
42,183_ki_14.jpg,긴팔,긴바지,2024-02-29,4.8,0.3,9.6,0.0
43,183_ki_140.jpg,반팔,긴바지,2023-06-14,20.6,17.5,25.0,30.6
44,183_ki_141.jpg,반팔,반바지,2023-06-13,22.0,19.2,26.0,0.0
45,183_ki_143.jpg,반팔,긴바지,2023-06-08,20.4,18.3,23.9,1.9
46,183_ki_144.jpg,반팔,긴바지,2023-06-06,20.3,17.3,25.2,0.0
47,183_ki_145.jpg,긴팔,긴바지,2023-06-02,20.4,17.9,25.0,0.0
48,183_ki_146.jpg,반팔,긴바지,2023-05-31,22.8,18.8,28.2,0.0
49,183_ki_147.jpg,긴팔,긴바지,2023-05-27,19.3,18.6,20.7,31.8
50,183_ki_148.jpg,반팔,긴바지,2023-05-26,21.4,15.8,27.3,0.5
51,183_ki_149.jpg,반팔,긴바지,2023-05-25,21.2,15.7,27.4,0.0
52,183_ki_150.jpg,반팔,긴바지,2023-05-21,17.8,15.3,21.9,0.2
53,183_ki_151.jpg,긴팔,긴바지,2023-05-19,22.3,16.7,27.8,0.0
54,183_ki_153.jpg,반팔,긴바지,2023-05-16,24.0,17.2,31.2,0.0
55,183_ki_154.jpg,반팔,긴바지,2023-05-15,20.6,12.8,27.9,0.0
56,183_ki_156.jpg,긴팔,긴바지,2023-05-11,19.5,12.8,26.7,0.0
57,183_ki_157.jpg,긴팔,긴바지,2023-05-10,18.4,10.7,26.0,0.0
58,183_ki_158.jpg,긴팔,긴바지,2023-05-08,15.3,7.9,22.0,0.0
59,183_ki_159.jpg,긴팔,긴바지,2023-05-05,18.4,15.5,21.6,30.2
60,183_ki_16.jpg,긴팔,긴바지,2024-02-27,5.3,1.2,9.8,0.0
61,183_ki_160.jpg,반팔,긴바지,2023-05-04,21.4,15.6,25.8,0.0
62,183_ki_162.jpg,긴팔,긴바지,2023-05-02,16.7,9.1,23.7,0.0
63,183_ki_163.jpg,긴팔,긴바지,2023-04-29,13.2,9.9,15.8,25.1
64,183_ki_164.jpg,긴팔,긴바지,2023-04-28,15.7,9.0,21.3,1.9
65,183_ki_165.jpg,긴팔,긴바지,2023-04-27,12.9,5.1,20.0,0.0
66,183_ki_166.jpg,긴팔,긴바지,2023-04-20,15.8,14.5,18.9,0.5
67,183_ki_168.jpg,긴팔,긴바지,2023-04-18,14.0,10.7,18.4,1.5
68,183_ki_169.jpg,긴팔,긴바지,2023-04-17,13.1,6.8,18.1,0.0
69,183_ki_17.jpg,긴팔,긴바지,2024-02-25,2.8,0.8,5.9,1.8
70,183_ki_171.jpg,긴팔,긴바지,2023-04-11,13.1,9.2,17.4,2.9
71,183_ki_172.jpg,긴팔,긴바지,2023-04-10,13.2,6.2,19.1,0.0
72,183_ki_173.jpg,긴팔,긴바지,2023-04-05,11.9,8.7,14.9,50.3
73,183_ki_174.jpg,긴팔,긴바지,2023-04-03,19.0,11.3,25.9,0.0
74,183_ki_175.jpg,긴팔,긴바지,2023-03-27,7.3,1.9,14.5,0.0
75,183_ki_176.jpg,긴팔,긴바지,2023-03-21,13.0,5.0,22.2,0.0
76,183_ki_177.jpg,긴팔,긴바지,2023-03-20,9.5,2.6,17.1,0.0
77,183_ki_178.jpg,긴팔,긴바지,2023-03-17,7.2,0.7,12.7,0.0
78,183_ki_179.jpg,긴팔,긴바지,2023-03-14,9.2,3.3,15.4,0.0
79,183_ki_18.jpg,긴팔,긴바지,2024-02-24,2.0,-1.3,5.9,2.3
80,183_ki_180.jpg,긴팔,긴바지,2023-03-10,13.5,6.2,22.2,0.0
81,183_ki_181.jpg,패딩,긴바지,2023-03-09,10.3,7.4,13.1,3.7
82,183_ki_182.jpg,긴팔,긴바지,2023-03-06,9.2,2.2,16.5,0.0
83,183_ki_183.jpg,긴팔,긴바지,2023-03-03,4.6,-1.9,10.4,0.0
84,183_ki_184.jpg,긴팔,긴바지,2023-03-02,2.2,-1.8,6.6,0.0
85,183_ki_185.jpg,긴팔,긴바지,2023-02-28,4.3,-0.7,8.7,0.0
86,183_ki_186.jpg,긴팔,긴바지,2023-02-27,4.4,-1.8,12.4,0.0
87,183_ki_187.jpg,긴팔,긴바지,2023-02-23,2.9,-1.8,9.2,0.0
88,183_ki_188.jpg,긴팔,긴바지,2023-02-21,-1.3,-5.3,4.8,0.0
89,183_ki_189.jpg,긴팔,긴바지,2023-02-20,-0.5,-3.5,2.4,0.0
90,183_ki_190.jpg,긴팔,긴바지,2023-02-15,3.2,-1.2,8.9,0.0
91,183_ki_191.jpg,긴팔,긴바지,2023-02-13,5.9,2.7,8.4,0.0
92,183_ki_192.jpg,반팔,긴바지,2023-02-03,-1.6,-3.9,3.4,0.0
93,183_ki_193.jpg,긴팔,긴바지,2023-02-01,0.9,-3.0,6.0,0.0
94,183_ki_194.jpg,패딩,긴바지,2023-01-26,-6.0,-9.0,-3.5,0.8
95,183_ki_195.jpg,긴팔,긴바지,2023-01-21,-4.5,-10.5,1.5,0.0
96,183_ki_196.jpg,긴팔,긴바지,2023-01-18,-1.9,-4.6,2.2,0.0
97,183_ki_197.jpg,패딩,긴바지,2023-01-11,2.6,-2.0,9.2,0.0
98,183_ki_198.jpg,패딩,긴바지,2023-01-09,3.1,-1.3,7.0,0.0
99,183_ki_199.jpg,긴팔,긴바지,2022-12-31,-1.2,-5.1,2.1,0.0
100,183_ki_20.jpg,긴팔,긴바지,2024-02-21,1.9,0.0,4.0,17.8
101,183_ki_200.jpg,패딩,긴바지,2022-12-26,-3.9,-7.9,1.7,0.0
102,183_ki_201.jpg,긴팔,긴바지,2022-12-21,-0.1,-2.6,2.6,3.6
103,183_ki_202.jpg,패딩,긴바지,2022-12-13,0.0,-6.4,3.1,0.6
104,183_ki_203.jpg,긴팔,긴바지,2022-12-09,4.5,0.9,10.2,0.0
105,183_ki_204.jpg,긴팔,긴바지,2022-12-07,4.9,1.2,9.0,0.1
106,183_ki_206.jpg,긴팔,긴바지,2022-12-01,-5.4,-9.4,-1.2,0.0
107,183_ki_207.jpg,긴팔,긴바지,2022-11-29,6.9,-1.6,15.0,3.8
108,183_ki_208.jpg,긴팔,긴바지,2022-11-28,12.3,7.5,15.0,19.5
109,183_ki_209.jpg,긴팔,긴바지,2022-11-23,10.8,6.8,15.2,0.0
110,183_ki_21.jpg,긴팔,긴바지,2024-02-20,4.3,2.8,6.8,2.6
111,183_ki_210.jpg,긴팔,긴바지,2022-11-21,11.8,9.3,16.2,0.0
112,183_ki_211.jpg,긴팔,긴바지,2022-11-18,11.0,5.3,18.1,0.0
113,183_ki_212.jpg,긴팔,긴바지,2022-11-14,9.7,5.9,13.8,0.0
114,183_ki_213.jpg,긴팔,긴바지,2022-11-09,11.4,6.7,16.0,0.0
115,183_ki_214.jpg,긴팔,긴바지,2022-11-06,9.6,3.7,16.4,0.0
116,183_ki_215.jpg,긴팔,긴바지,2022-10-27,13.2,8.6,18.9,0.0
117,183_ki_216.jpg,긴팔,긴바지,2022-10-13,16.3,10.7,22.7,0.0
118,183_ki_217.jpg,긴팔,긴바지,2022-10-11,11.1,7.4,16.4,0.0
119,183_ki_218.jpg,긴팔,긴바지,2022-09-30,20.7,14.8,27.7,0.0
120,183_ki_219.jpg,긴팔,긴바지,2022-09-21,19.4,13.0,25.6,0.0
121,183_ki_22.jpg,긴팔,긴바지,2024-02-19,9.1,4.2,11.9,8.9
122,183_ki_220.jpg,긴팔,긴바지,2022-09-16,25.7,23.4,29.9,14.6
123,183_ki_221.jpg,긴팔,반바지,2022-09-13,24.3,21.8,26.4,0.0
124,183_ki_222.jpg,반팔,긴바지,2022-09-06,21.0,17.0,26.3,25.3
125,183_ki_223.jpg,긴팔,긴바지,2022-09-01,24.0,18.3,30.4,0.0
126,183_ki_224.jpg,긴팔,긴바지,2022-08-28,22.6,16.1,28.4,0.0
127,183_ki_225.jpg,긴팔,긴바지,2022-08-25,22.2,21.1,24.0,1.6
128,183_ki_226.jpg,반팔,긴바지,2022-08-17,26.0,22.8,30.5,0.0
129,183_ki_227.jpg,반팔,긴바지,2022-08-16,26.7,24.1,30.0,0.0
130,183_ki_228.jpg,반팔,긴바지,2022-08-03,27.1,25.2,30.0,51.1
131,183_ki_229.jpg,반팔,긴바지,2022-07-25,27.5,23.6,32.0,0.0
132,183_ki_230.jpg,반팔,긴바지,2022-07-19,27.4,24.3,31.1,0.0
133,183_ki_231.jpg,반팔,긴바지,2022-07-13,25.0,24.0,27.1,114.5
134,183_ki_232.jpg,반팔,긴바지,2022-07-12,26.8,23.2,29.4,0.0
135,183_ki_233.jpg,반팔,긴바지,2022-07-05,29.2,26.7,33.1,0.0
136,183_ki_234.jpg,반팔,긴바지,2022-06-27,26.8,25.4,28.1,6.1
137,183_ki_235.jpg,반팔,긴바지,2022-06-25,26.0,21.5,30.5,0.0
138,183_ki_236.jpg,긴팔,긴바지,2022-06-21,26.5,21.2,32.6,0.0
139,183_ki_237.jpg,긴팔,긴바지,2022-06-16,20.3,17.6,24.8,0.7
140,183_ki_238.jpg,반팔,긴바지,2022-06-14,21.5,17.7,27.1,0.0
141,183_ki_239.jpg,긴팔,긴바지,2022-06-07,20.6,15.1,25.1,0.0
142,183_ki_24.jpg,긴팔,긴바지,2024-02-15,4.5,0.6,11.6,10.9
143,183_ki_240.jpg,긴팔,긴바지,2022-06-02,21.5,17.1,26.9,0.0
144,183_ki_241.jpg,반팔,긴바지,2022-05-31,20.7,14.2,27.2,0.0
145,183_ki_242.jpg,긴팔,반바지,2022-05-14,15.7,11.9,20.0,0.0
146,183_ki_243.jpg,긴팔,긴바지,2022-05-13,19.4,15.0,25.2,0.0
147,183_ki_244.jpg,긴팔,긴바지,2022-05-12,20.9,14.1,28.1,0.0
148,183_ki_245.jpg,긴팔,긴바지,2022-05-09,17.9,11.0,25.3,0.0
149,183_ki_246.jpg,긴팔,긴바지,2022-05-04,17.8,10.0,25.2,0.0
150,183_ki_247.jpg,반팔,긴바지,2022-04-29,13.4,10.7,16.5,15.5
151,183_ki_248.jpg,긴팔,긴바지,2022-04-20,15.7,9.7,22.1,0.0
152,183_ki_249.jpg,긴팔,긴바지,2022-04-11,19.6,13.4,26.6,0.0
153,183_ki_25.jpg,긴팔,긴바지,2024-02-13,8.2,2.0,13.7,0.0
154,183_ki_250.jpg,긴팔,긴바지,2022-04-04,10.3,5.1,16.4,0.0
155,183_ki_251.jpg,긴팔,반바지,2022-04-01,9.2,4.5,14.9,0.0
156,183_ki_252.jpg,긴팔,긴바지,2022-03-31,10.9,7.6,14.7,0.0
157,183_ki_253.jpg,긴팔,긴바지,2022-03-30,10.8,5.9,15.7,0.4
158,183_ki_254.jpg,긴팔,긴바지,2022-03-28,8.2,1.5,15.1,0.0
159,183_ki_255.jpg,긴팔,긴바지,2022-03-24,8.2,3.9,12.4,0.0
160,183_ki_256.jpg,긴팔,긴바지,2022-03-23,6.2,4.9,8.2,0.0
161,183_ki_257.jpg,긴팔,긴바지,2022-03-22,7.1,1.1,13.6,0.0
162,183_ki_258.jpg,긴팔,긴바지,2022-03-18,7.5,5.5,9.6,0.0
163,183_ki_259.jpg,긴팔,긴바지,2022-03-16,10.3,3.6,16.8,0.0
164,183_ki_26.jpg,긴팔,긴바지,2024-02-08,0.6,-3.0,6.2,0.0
165,183_ki_260.jpg,긴팔,긴바지,2022-03-15,7.2,2.3,13.3,0.0
166,183_ki_261.jpg,긴팔,긴바지,2022-03-13,11.7,10.7,12.6,42.1
167,183_ki_262.jpg,긴팔,긴바지,2022-03-08,6.0,1.1,12.3,0.0
168,183_ki_263.jpg,패딩,긴바지,2022-03-07,2.8,-2.7,8.7,0.0
169,183_ki_264.jpg,긴팔,긴바지,2022-03-04,6.9,0.6,14.6,0.0
170,183_ki_265.jpg,긴팔,긴바지,2022-03-01,5.8,0.3,9.7,2.3
171,183_ki_266.jpg,긴팔,긴바지,2022-02-25,3.0,-3.6,8.4,0.0
172,183_ki_267.jpg,긴팔,긴바지,2022-02-23,-5.6,-10.0,-0.6,0.0
173,183_ki_268.jpg,패딩,긴바지,2022-02-22,-4.5,-8.0,0.5,0.0
174,183_ki_269.jpg,긴팔,긴바지,2022-02-18,-1.2,-8.0,5.7,0.0
175,183_ki_27.jpg,긴팔,긴바지,2024-02-07,0.6,-0.9,2.7,0.0
176,183_ki_270.jpg,긴팔,긴바지,2022-02-16,-7.3,-9.6,-4.1,0.0
177,183_ki_271.jpg,긴팔,긴바지,2022-02-14,2.5,-1.3,8.1,1.7
178,183_ki_272.jpg,패딩,긴바지,2022-02-13,4.8,1.6,9.5,0.0
179,183_ki_273.jpg,긴팔,긴바지,2022-02-12,4.8,-0.1,10.4,0.0
180,183_ki_274.jpg,긴팔,긴바지,2022-02-11,2.9,-2.6,8.8,0.0
181,183_ki_275.jpg,긴팔,긴바지,2022-02-10,1.4,-3.2,6.7,0.0
182,183_ki_276.jpg,긴팔,긴바지,2022-02-09,1.0,-4.3,7.2,0.0
183,183_ki_277.jpg,긴팔,긴바지,2022-02-08,-0.1,-4.1,5.6,0.0
184,183_ki_278.jpg,긴팔,긴바지,2022-02-05,-6.6,-9.7,-2.0,0.0
185,183_ki_279.jpg,패딩,긴바지,2022-02-04,-5.2,-8.2,-0.7,0.0
186,183_ki_28.jpg,긴팔,긴바지,2024-02-06,1.2,0.0,2.9,0.2
187,183_ki_280.jpg,패딩,긴바지,2022-02-03,-3.4,-6.9,0.4,0.0
188,183_ki_281.jpg,긴팔,긴바지,2022-01-27,-1.1,-4.6,4.0,0.0
189,183_ki_282.jpg,긴팔,긴바지,2022-01-25,2.8,1.9,4.5,0.7
190,183_ki_283.jpg,패딩,긴바지,2022-01-20,-5.0,-9.8,0.9,0.0
191,183_ki_284.jpg,패딩,긴바지,2022-01-17,-5.8,-9.2,0.1,0.5
192,183_ki_286.jpg,패딩,긴바지,2022-01-07,-1.6,-5.9,4.5,0.0
193,183_ki_287.jpg,패딩,긴바지,2022-01-01,-4.3,-10.2,2.3,0.0
194,183_ki_288.jpg,긴팔,긴바지,2021-12-28,-4.1,-8.5,-0.9,0.0
195,183_ki_289.jpg,긴팔,긴바지,2021-12-23,2.7,-1.5,8.3,0.0
196,183_ki_29.jpg,긴팔,긴바지,2024-02-04,7.3,3.7,12.2,0.0
197,183_ki_290.jpg,긴팔,긴바지,2021-12-20,5.2,-0.9,11.1,0.0
198,183_ki_291.jpg,긴팔,긴바지,2021-12-17,-5.6,-10.1,3.2,0.0
199,183_ki_292.jpg,긴팔,긴바지,2021-12-16,6.4,3.3,9.8,0.0
200,183_ki_293.jpg,긴팔,긴바지,2021-12-14,3.7,-0.7,8.2,1.2
201,183_ki_294.jpg,긴팔,긴바지,2021-12-13,-2.2,-5.9,1.9,0.0
202,183_ki_295.jpg,긴팔,긴바지,2021-12-12,1.2,-3.8,5.1,0.0
203,183_ki_296.jpg,긴팔,긴바지,2021-12-10,7.0,5.8,8.2,0.7
204,183_ki_297.jpg,긴팔,긴바지,2021-12-08,6.7,1.9,13.3,0.0
205,183_ki_298.jpg,긴팔,긴바지,2021-12-07,6.8,2.6,13.3,0.0
206,183_ki_299.jpg,긴팔,긴바지,2021-11-26,2.9,-0.5,7.2,0.0
207,183_ki_30.jpg,긴팔,긴바지,2024-02-03,4.7,-0.2,8.3,0.0
208,183_ki_300.jpg,긴팔,긴바지,2021-11-19,12.9,10.2,16.7,0.0
209,183_ki_301.jpg,긴팔,긴바지,2021-11-17,7.5,2.7,12.5,0.0
210,183_ki_302.jpg,긴팔,긴바지,2021-11-16,8.5,4.4,13.6,0.0
211,183_ki_303.jpg,긴팔,긴바지,2021-11-15,10.1,5.8,15.7,0.0
212,183_ki_304.jpg,긴팔,긴바지,2021-11-10,4.2,0.7,7.7,0.3
213,183_ki_305.jpg,패딩,긴바지,2021-11-09,4.9,3.0,6.5,2.0
214,183_ki_306.jpg,긴팔,긴바지,2021-11-08,8.6,4.5,15.5,25.7
215,183_ki_307.jpg,긴팔,긴바지,2021-11-05,13.0,7.8,20.2,0.0
216,183_ki_308.jpg,긴팔,긴바지,2021-11-04,12.1,8.4,16.3,0.0
217,183_ki_309.jpg,긴팔,긴바지,2021-11-03,12.1,7.6,17.1,0.0
218,183_ki_31.jpg,긴팔,긴바지,2024-02-02,3.1,0.7,7.9,0.0
219,183_ki_310.jpg,긴팔,긴바지,2021-11-02,11.5,7.9,16.9,0.0
220,183_ki_311.jpg,긴팔,긴바지,2021-11-01,12.9,10.3,16.9,0.0
221,183_ki_312.jpg,긴팔,긴바지,2021-10-27,13.4,9.8,18.1,0.0
222,183_ki_313.jpg,긴팔,반바지,2021-10-25,11.7,6.3,17.6,0.0
223,183_ki_314.jpg,긴팔,긴바지,2021-10-15,19.0,17.0,21.4,0.0
224,183_ki_315.jpg,반팔,긴바지,2021-10-14,19.7,17.4,23.9,0.0
225,183_ki_316.jpg,긴팔,반바지,2021-10-10,19.9,14.9,24.3,14.2
226,183_ki_317.jpg,긴팔,긴바지,2021-10-09,20.9,18.5,24.1,0.4
227,183_ki_318.jpg,긴팔,긴바지,2021-10-08,18.8,17.5,20.0,3.5
228,183_ki_319.jpg,긴팔,반바지,2021-10-07,19.4,17.9,21.9,4.6
229,183_ki_32.jpg,패딩,긴바지,2024-01-30,1.4,-4.0,8.1,0.0
230,183_ki_320.jpg,긴팔,긴바지,2021-10-03,22.3,17.1,28.8,0.0
231,183_ki_321.jpg,긴팔,긴바지,2021-09-28,21.5,19.6,24.4,1.3
232,183_ki_322.jpg,긴팔,반바지,2021-09-27,21.6,18.7,25.0,0.0
233,183_ki_323.jpg,긴팔,반바지,2021-09-24,21.8,16.7,26.9,0.0
234,183_ki_324.jpg,긴팔,반바지,2021-09-23,20.9,16.9,25.9,0.0
235,183_ki_325.jpg,긴팔,긴바지,2021-09-14,24.6,20.0,29.5,0.0
236,183_ki_326.jpg,긴팔,긴바지,2021-09-13,24.8,20.8,30.3,0.0
237,183_ki_327.jpg,긴팔,긴바지,2021-09-12,24.2,19.2,29.8,0.0
238,183_ki_328.jpg,긴팔,긴바지,2021-09-09,23.5,19.1,29.1,0.0
239,183_ki_329.jpg,긴팔,긴바지,2021-09-06,22.3,18.0,26.4,12.0
240,183_ki_33.jpg,긴팔,긴바지,2024-01-29,-0.4,-4.8,4.6,0.0
241,183_ki_331.jpg,긴팔,긴바지,2021-09-01,21.4,18.5,23.9,0.8
242,183_ki_332.jpg,긴팔,반바지,2021-08-30,24.2,21.2,27.7,0.0
243,183_ki_333.jpg,긴팔,긴바지,2021-08-29,23.7,21.9,26.3,0.9
244,183_ki_334.jpg,긴팔,반바지,2021-08-16,27.3,22.5,32.8,0.0
245,183_ki_335.jpg,긴팔,반바지,2021-08-12,26.8,24.0,31.7,0.0
246,183_ki_336.jpg,반팔,긴바지,2021-08-11,27.4,24.1,31.6,0.0
247,183_ki_337.jpg,반팔,반바지,2021-08-10,27.7,24.3,32.2,0.0
248,183_ki_338.jpg,반팔,반바지,2021-08-09,28.3,23.3,33.6,0.0
249,183_ki_339.jpg,반팔,긴바지,2021-08-05,29.4,25.6,33.7,0.0
250,183_ki_34.jpg,긴팔,긴바지,2024-01-28,-1.5,-5.0,3.8,0.0
251,183_ki_340.jpg,반팔,긴바지,2021-07-27,31.1,27.8,35.7,0.0
252,183_ki_341.jpg,반팔,긴바지,2021-07-20,27.9,23.6,31.8,0.0
253,183_ki_342.jpg,반팔,긴바지,2021-07-14,29.7,26.1,33.5,0.0
254,183_ki_343.jpg,긴팔,긴바지,2021-07-01,26.3,21.4,31.0,0.0
255,183_ki_344.jpg,긴팔,긴바지,2021-06-28,23.7,21.0,29.2,0.1
256,183_ki_345.jpg,반팔,긴바지,2021-06-22,22.8,19.7,28.6,0.0
257,183_ki_346.jpg,반팔,긴바지,2021-06-21,23.6,19.2,28.5,0.0
258,183_ki_347.jpg,긴팔,긴바지,2021-06-10,24.9,20.5,29.8,6.1
259,183_ki_348.jpg,긴팔,긴바지,2021-06-09,25.8,19.5,31.6,0.0
260,183_ki_349.jpg,긴팔,긴바지,2021-06-08,23.6,18.8,29.5,0.1
261,183_ki_35.jpg,패딩,긴바지,2024-01-24,-8.0,-11.2,-3.7,0.0
262,183_ki_350.jpg,긴팔,긴바지,2021-06-03,19.1,14.6,22.7,18.1
263,183_ki_351.jpg,긴팔,긴바지,2021-05-30,18.4,10.8,26.3,18.1
264,183_ki_352.jpg,긴팔,긴바지,2021-05-29,15.4,12.8,19.1,0.3
265,183_ki_353.jpg,긴팔,긴바지,2021-05-28,15.3,12.4,19.7,12.3
266,183_ki_354.jpg,긴팔,긴바지,2021-05-13,22.9,16.6,29.6,0.0
267,183_ki_356.jpg,긴팔,긴바지,2021-05-11,18.5,9.4,25.7,0.0
268,183_ki_357.jpg,긴팔,긴바지,2021-05-10,13.2,11.7,14.6,0.0
269,183_ki_358.jpg,긴팔,긴바지,2021-05-06,15.7,7.9,23.1,0.0
270,183_ki_359.jpg,긴팔,긴바지,2021-05-05,13.9,10.3,18.4,0.1
271,183_ki_360.jpg,긴팔,긴바지,2021-05-04,13.8,11.4,15.8,19.6
272,183_ki_361.jpg,긴팔,긴바지,2021-04-29,14.6,10.9,20.1,3.9
273,183_ki_362.jpg,반팔,긴바지,2021-04-26,16.2,12.3,20.6,0.0
274,183_ki_363.jpg,긴팔,긴바지,2021-04-05,11.9,5.4,19.3,0.0
275,183_ki_364.jpg,긴팔,긴바지,2021-04-03,14.9,10.9,18.0,56.2
276,183_ki_365.jpg,긴팔,긴바지,2021-04-02,17.8,12.5,23.0,0.0
277,183_ki_366.jpg,긴팔,긴바지,2021-03-31,14.5,5.9,22.9,0.0
278,183_ki_367.jpg,긴팔,긴바지,2021-03-30,10.8,4.1,18.2,0.0
279,183_ki_368.jpg,긴팔,긴바지,2021-03-23,9.1,2.5,16.4,0.0
280,183_ki_369.jpg,긴팔,긴바지,2021-03-22,6.2,1.1,11.1,0.0
281,183_ki_37.jpg,긴팔,긴바지,2024-01-17,0.6,-2.3,1.9,9.7
282,183_ki_370.jpg,긴팔,긴바지,2021-03-17,8.8,1.8,17.5,0.0
283,183_ki_371.jpg,긴팔,긴바지,2021-03-15,10.6,5.1,15.7,1.7
284,183_ki_372.jpg,긴팔,긴바지,2021-03-14,9.1,4.9,14.7,0.0
285,183_ki_373.jpg,긴팔,긴바지,2021-03-12,10.5,7.2,14.9,0.0
286,183_ki_374.jpg,긴팔,긴바지,2021-03-10,8.8,1.7,17.1,0.0
287,183_ki_375.jpg,긴팔,긴바지,2021-03-03,4.4,-1.2,9.9,0.0
288,183_ki_376.jpg,긴팔,긴바지,2021-02-28,7.8,3.2,10.8,0.0
289,183_ki_377.jpg,긴팔,긴바지,2021-02-27,9.5,4.3,16.2,0.0
290,183_ki_378.jpg,긴팔,긴바지,2021-02-26,8.2,0.5,15.8,0.0
291,183_ki_379.jpg,긴팔,긴바지,2021-02-25,4.2,0.7,8.2,0.0
292,183_ki_380.jpg,긴팔,긴바지,2021-02-19,1.6,-7.1,8.9,0.0
293,183_ki_381.jpg,긴팔,긴바지,2021-02-15,1.2,-5.2,8.2,1.4
294,183_ki_382.jpg,긴팔,긴바지,2021-02-09,-0.9,-6.1,4.7,0.0
295,183_ki_383.jpg,긴팔,긴바지,2021-02-04,-3.6,-7.4,0.7,0.1
296,183_ki_384.jpg,긴팔,긴바지,2021-02-03,-3.2,-9.4,1.4,3.4
297,183_ki_385.jpg,패딩,긴바지,2021-02-02,-5.6,-8.2,-2.4,0.0
298,183_ki_386.jpg,긴팔,긴바지,2021-02-01,5.0,-2.3,9.5,0.7
299,183_ki_387.jpg,긴팔,긴바지,2021-01-25,7.9,3.0,13.9,0.0
300,183_ki_388.jpg,패딩,긴바지,2021-01-18,-3.8,-9.1,0.2,0.3
301,183_ki_389.jpg,패딩,긴바지,2021-01-17,-5.5,-10.8,-1.3,0.0
